Path,Name,ExactName,Features,Options,Occupied,Virtual,HomoOrbital,Dipole,Energy,Excited,Time
,A_CPC_A_A,A_CPC_A_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.9620142034,-1.3428817934,49,2.9266,-1068.5507901,---,1.3666666667
,2_TON_2_2,2A_TON_2A_2A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.5304416554,-2.0824872067,69,0.0047,-876.8154578,---,4.2166666667
,7_CSP_7_n2,7aa_CSP_A_7aa_n2_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.2814574931,-2.1924211975,285,4.0122,-5572.4087576,---,83.9666666667
,A_CSP_A_3,A_CSP_A_3A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.7647316704,-2.2705178692,63,2.711,-1862.478635,---,2.45
,A_TON_44ah_A,A_TON_4aa4ahA_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.2937026158,-1.7061537679,129,1.6165,-1602.1324518,---,23.5666666667
,A_TSP_44b_A,A_TSP_4aa4bbA_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.6079940994,-1.9154093098,166,0.0035,-4548.9254489,---,53
,6_CON_A_A,6aaA_CON_A_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-6.288006582,-1.8593538591,61,1.0109,-814.2986645,---,1.25
,A_CSP_4_A_m2,A_CSP_4aa_A_n1_m2_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.4439094547,-1.754862145,193,1.3274,-4495.686963,---,62.3333333333
,8_CON_8_n2,8_CON_A_8_n2_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-6.7650221411,-3.8359887825,161,4.1532,-2313.7091948,---,5.45
,A_CPC_7e_A,A_CPC_7eeA_A_n1_m1_x1_y1_z1,,---,-4.1467427862,-2.1649376998,159,2.2393,---,---,31.6333333333
,A_TON_666c_A,A_TON_6aa6aa6ccA_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-6.0711318527,-2.5497066675,226,0.005,-12334.1713557,---,99.75
,5_TON_5_5,5aaA_TON_5aaA_5aaA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.1380535002,-2.1809924163,125,0.0078,-2774.4690164,---,4.25
,4_TON_6_4,4aaA_TON_6aaA_4aaA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.7328943513,-2.1442570481,121,0.0026,-1523.5202742,---,19
,A_TON_55_A,A_TON_5aa5aaA_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-4.9100221034,-2.2054826617,125,0.005,-2774.4532331,---,4.1333333333
,2222_TON_A_2222,2222A_TON_A_2222A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.0664875606,-2.4490245473,97,0.0086,-1186.4565699,---,16.55
,A_CON_A_A,A_CON_A_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-6.5949509919,-1.1959403206,41,2.3386,-567.1958243,---,0.4166666667
,5ddD_TON_5hh5hhH_5ddD,5ddD_TON_5hh5hhH_5ddD_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-4.7492028248,-3.7010203186,243,5.4261,-4985.0153687,---,76.3833333333
,A_TON_B_A,A_TON_B_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-6.5974000165,-1.7981282454,56,0.0008,-1486.3745086,---,0.8
,CSP_n2,_CSP_A__n2_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.482277506,-2.8868557136,113,4.4909,-3571.4733967,---,8.8833333333
,5ddA_TON_5hhA_5ddA,5ddA_TON_5hhA_5ddA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-4.8414494161,-3.1442754049,165,1.6672,-3364.8153343,---,30.15
,A_TSP_A_5,A_TSP_A_5aaA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.5154753943,-2.3050763267,78,0.3144,-2338.1471753,---,2.3333333333
,C_CPC_4ce_C,C_CPC_4ceA_C_n1_m1_x1_y1_z1,,---,-6.0771183571,-1.7788081628,166,5.7667,---,---,149.766666667
,A_CCN_A_A,A_CCN_A_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-6.0485464041,-1.1273676333,41,5.1354,-495.3609446,---,0.4166666667
,A_CSP_666i_A,A_CSP_6aa6aa6iiA_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.804188177,-2.0928275326,193,0.3688,-3426.1655508,---,37.8833333333
,555_TON_A_555,5aa5aa5aaA_TON_A_5aa5aa5aaA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.0090715407,-2.3388184426,167,0.0074,-3878.0937961,---,6.1666666667
,A_CON_5555d_A,A_CON_5aa5aa5aa5ddA_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.1832243974,-3.0060415749,233,1.9201,-5350.670055,---,12.6333333333
,4f_CPC_A_4f,4ffA_CPC_A_4ffA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.1717956161,-1.4685983868,105,2.3837,-1831.5285174,---,25.6833333333
,A_TON_A_2,A_TON_A_2A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-6.0918125044,-1.7488756406,48,0.1575,-644.6037545,---,0.8666666667
,4_TON_9_4,4aaA_TON_9A_4aaA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-4.9897514581,-1.8253396292,153,0.0018,-2588.6302706,---,47.4833333333
,A_TSP_5555f_A,A_TSP_5aa5aa5aa5ffA_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-4.8036255925,-1.9164977652,241,0.0022,-6501.6806079,---,65.5666666667
,A_TON_555c_A,A_TON_5aa5aa5ccA_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.0066225161,-2.582632442,232,0.002,-14162.4851026,---,14.9666666667
,CON_9_n2,_CON_A_9_n2_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.2460826941,-2.0539152536,153,5.23,-2692.4931113,---,6.0166666667
,A_CON_555c_A,A_CON_5aa5aa5ccA_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-4.9894793443,-2.5663056117,232,1.7488,-14162.4842573,---,14.9166666667
,A_TSP_A_6,A_TSP_A_6aaA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.716567521,-2.4150103174,77,2.3435,-2033.4261247,---,2.55
,G_TON_A_G,G_TON_A_G_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.9764362368,-1.2090017848,57,0.0007,-1363.5721038,---,0.7
,A_TON_88_A,A_TON_88A_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-6.5318205814,-3.7505450372,121,0.0007,-1747.6914882,---,3.7333333333
,CSP_n4,_CSP_A__n4_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.6594236149,-2.911345959,225,8.3095,-7141.7587167,---,51.8333333333
,5c_CCC_A_5c,5ccA_CCC_A_5ccA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.3590099371,-1.8013936114,148,1.1311,-11851.3203645,---,14.7666666667
,A_TSP_666h_A,A_TSP_6aa6aa6hhA_A_n1_m1_x1_y1_z1,,---,-4.4806264661,-2.9110738452,193,5.1355,---,---,21.7833333333
,A_TPP_A_A,A_TPP_A_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-4.7492028248,-1.589689045,57,0.0008,-1673.7589702,---,0.85
,A_TSP_A_7,A_TSP_A_7aaA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.3987385575,-2.2329661594,100,0.381,-2286.5662408,---,8.0666666667
,A_CSP_5555f_A,A_CSP_5aa5aa5aa5ffA_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-4.7628085168,-1.8773133724,241,1.1874,-6501.6803194,---,55.3166666667
,66c_TSP_A_66c,6aa6ccA_TSP_A_6aa6ccA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.908679891,-2.7728400152,202,0.0024,-13059.1142704,---,84.3333333333
,C_CPC_4bh_C,C_CPC_4bhA_C_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.740241425,-1.5671035964,144,4.6859,-7702.7586612,---,42.4333333333
,2_TON_4_2,2A_TON_4aaA_2A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.4409162025,-2.1399032266,95,0.003,-1184.1212894,---,15.65
,5555f_CSP_A_5555f,5aa5aa5aa5ffA_CSP_A_5aa5aa5aa5ffA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-4.6988617647,-2.4299765786,241,1.7719,-6501.6952259,---,12.25
,6_TON_3_6,6aaA_TON_3A_6aaA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.9979332301,-2.4463034089,93,0.0014,-1213.6862904,---,20.1666666667
,44e_CSP_A_44e,4aa4eeA_CSP_A_4aa4eeA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.492345718,-2.2122855077,161,1.9169,-3015.1369376,---,46.1333333333
,6_TON_7_6,6aaA_TON_7aaA_6aaA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.2409125312,-2.339906898,167,0.0011,-2061.8607859,---,7.6166666667
,4_CSP_A_A,4aaA_CSP_A_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.5666327959,-2.149427211,77,2.0219,-2017.3905134,---,3.1833333333
,4hb_CPC_C_4hb,4hbA_CPC_C_4hbA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.561462633,-2.0250711868,144,2.9001,-7702.779828,---,17.1333333333
,A_CON_5555c_A,A_CON_5aa5aa5aa5ccA_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-4.8379119362,-2.5769180514,274,1.763,-15266.1116868,---,13.05
,A_TON_4_A_m2,A_TON_4aa_A_n1_m2_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.4373787226,-1.8759528032,161,0.0029,-2057.4299498,---,36.0166666667
,C_CPC_4fh_C,C_CPC_4fhA_C_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.1628158595,-1.3222011417,138,3.811,-6933.9963377,---,32.75
,6_TON_A_A,6aaA_TON_A_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-6.2055560889,-1.9350015062,61,1.7517,-814.2991334,---,1
,TON_m2,A_TON__A_n1_m2_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-6.1478679552,-1.6849288885,81,0.0014,-1133.1974227,---,16.3333333333
,C_CPC_4ha_C,C_CPC_4haA_C_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.6180623114,-1.5956755495,130,3.4944,-6783.5744348,---,97.2
,C_CPC_4af_C,C_CPC_4afA_C_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.9641911141,-1.7156777523,130,2.6006,-6823.2990863,---,68.2
,4b_CCC_A_4b,4bbA_CCC_A_4bbA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.5685375928,-1.5567632705,110,1.0417,-2763.77076,---,89.45
,A_TON_A_3,A_TON_A_3A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-6.3524975618,-1.8394895488,47,0.1457,-643.338788,---,1.1833333333
,H_TON_E_H,H_TON_E_H_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.2975122096,-1.3224732555,61,1.6243,-830.2118853,---,2.9666666667
,H_TON_D_H,H_TON_D_H_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-6.0414714443,-2.2571842911,61,1.5917,-862.4057443,---,1.85
,A_TON_7_A_m2,A_TON_7aa_A_n1_m2_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.1249920359,-1.8394895488,253,0.0027,-3134.1290821,---,65.9166666667
,C_CPC_4ef_C,C_CPC_4efA_C_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.7524865477,-1.8623471113,142,7.0554,-6975.5687676,---,43.0166666667
,TSP_5_n2,_TSP_A_5aa_n2_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.2871718837,-2.8966518117,155,0.6377,-4675.1055461,---,6.5833333333
,CON_7_n2,_CON_A_7aa_n2_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.5339791353,-2.1086101352,167,5.796,-2133.6979222,---,5.0333333333
,8_TON_8_n2,8_TON_A_8_n2_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-6.7680153933,-3.884152932,161,0.0013,-2313.7103268,---,5.1
,6_TON_2_6,6aaA_TON_2A_6aaA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.7443231325,-2.3064368959,95,0.0017,-1216.205594,---,12.3
,5555f_TSP_A_5555f,5aa5aa5aa5ffA_TSP_A_5aa5aa5aa5ffA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-4.6496091599,-2.4974608105,241,0.0018,-6501.696697,---,13.1166666667
,A_CSN_666d_A,A_CSN_6aa6aa6ddA_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-6.2548086937,-2.8588279882,193,3.9835,-3064.6579879,---,68.0833333333
,9_CON_9_n2,9_CON_A_9_n2_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-4.7347807914,-1.9156814236,225,4.216,-4251.7791302,---,8.85
,A_TSP_A_A,A_TSP_A_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.7312616683,-1.9439812629,57,0.0007,-1786.3338158,---,0.8333333333
,G_TON_D_G,G_TON_D_G_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-6.8044786477,-2.9222305126,69,0.0007,-1548.0443795,---,1.3166666667
,TON_n3,_TON_A__n3_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-6.1086835624,-2.6811376516,121,0.0016,-1699.214267,---,3.2
,4gg_CPC_C_4gg,4ggA_CPC_C_4ggA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.6814648358,-1.9867031355,154,2.1164,-8265.6141375,---,24.4
,A_TON_F_A,A_TON_F_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.5761567803,-1.0294066514,49,0.0007,-717.6137241,---,0.4333333333
,44d_CSP_A_44d,4aa4ddA_CSP_A_4aa4ddA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.8161611859,-2.7246758658,161,1.9052,-3079.5235297,---,30.5166666667
,8_TSP_8_n2,8_TSP_A_8_n2_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-6.1963042184,-3.8191177245,193,0.0017,-4752.0106172,---,13.75
,2_TON_8_2,2A_TON_8A_2A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-6.1726303145,-3.0283549096,95,0.0024,-1312.2621798,---,11.85
,CON_6_n2,_CON_A_6aa_n2_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-6.0708597388,-2.4879368262,121,7.3189,-1627.4099834,---,3.6
,2_CON_2_n2,2_CON_A_2_n2_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.6466342645,-2.6133813058,109,4.3481,-1442.8445733,---,5.75
,66h_TON_A_66h,6aa6hhA_TON_A_6aa6hhA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-4.907300965,-2.2408574608,137,5.1664,-1777.0279441,---,7.3
,44b_TSP_A_44b,4aa4bbA_TSP_A_4aa4bbA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.5728914142,-2.4155545451,166,0.0036,-4548.9364456,---,32.4333333333
,5_TSP_5_n2,5aa_TSP_A_5aa_n2_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.1606389488,-2.8446780686,197,0.0079,-5778.7356254,---,10.7333333333
,C_CPC_4cd_C,C_CPC_4cdA_C_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-6.3900492715,-2.167930952,166,5.6813,-11999.5536303,---,65.65
,6b_CPC_A_6b,6bbA_CPC_A_6bbA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-6.2265088545,-2.1796318471,118,2.273,-3401.1143811,---,29.9833333333
,5dd5ddA_TON_5hh5hhA_5dd5ddA,5dd5ddA_TON_5hh5hhA_5dd5ddA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-4.765801769,-3.5712220176,289,4.1624,-6162.4209877,---,143.6
,A_CON_555i_A,A_CON_5aa5aa5iiA_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-4.7821285993,-2.1872510346,183,1.7314,-4035.353664,---,20.1833333333
,8_TON_9_8,8A_TON_9A_8A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.2585999307,-3.0841382465,153,0.0011,-2716.7539928,---,63.35
,TSP_4_n2,_TSP_A_4aa_n2_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.4049971758,-2.7450844036,153,0.1524,-4033.5909834,---,8.0833333333
,A_COP_555f_A,A_COP_5aa5aa5ffA_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-4.6830791621,-2.0386768787,191,0.9573,-4752.1021067,---,62
,4c_CPC_A_4c,4ccA_CPC_A_4ccA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.9538507882,-1.9382668722,154,2.506,-11815.0792685,---,16.95
,4fi_CPC_C_4fi,4fiA_CPC_C_4fiA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.3802348165,-1.6253359579,138,1.8776,-6901.9507938,---,18.2833333333
,A_CCC_6b_A,A_CCC_6bbA_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.9334422503,-1.4906396078,110,1.6729,-2795.8355734,---,42.9833333333
,66h_TSP_A_66h,6aa6hhA_TSP_A_6aa6hhA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-4.897232753,-2.5116107301,153,5.1281,-2996.146342,---,16.6333333333
,A_CON_4_A_m2,A_CON_4aa_A_n1_m2_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.4292153075,-1.8579932899,161,4.8591,-2057.4284479,---,29.4666666667
,66g_CSP_A_66g,6aa6ggA_CSP_A_6aa6ggA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.7927593958,-2.7823639995,169,1.923,-4367.4524269,---,53.7333333333
,A_CON_44e_A,A_CON_4aa4eeA_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.5810548294,-1.8658845912,145,2.3181,-1795.9967738,---,34.25
,3_TON_3_n2,3_TON_A_3_n2_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-6.0934451874,-2.9513466933,105,0.0012,-1437.79439,---,31.9166666667
,CSP_2_n2,_CSP_A_2_n2_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.4381950641,-2.8961075841,127,4.3491,-3726.2830001,---,51.7166666667
,4da_TON_A_4da,4daA_TON_A_4daA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-6.1239219374,-2.4958281275,93,0.0031,-1213.8053423,---,7.3
,5_TON_5_n2,5aa_TON_A_5aa_n2_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.33724083,-2.5126991855,165,0.0083,-3340.4925312,---,5.4
,CON_n2,_CON_A__n2_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-6.271135524,-2.2525583558,81,4.3241,-1133.2024442,---,3.6833333333
,A_TSP_A_9,A_TSP_A_9A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.2071704152,-2.0090164703,93,2.7195,-2565.972035,---,4.8666666667
,6_CON_6_n2,6aa_CON_A_6aa_n2_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.97453144,-2.5301144712,161,4.0456,-2121.6211193,---,4.6
,C_TON_E_C,C_TON_E_C_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-6.3184833319,-2.2805860812,86,0.0006,-5861.6743636,---,2.8666666667
,C_CPC_4di_C,C_CPC_4diA_C_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.8752098889,-2.2041220925,142,6.7869,-6935.9153372,---,50.1833333333
,4df_CPC_C_4df,4dfA_CPC_C_4dfA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-6.1867802341,-2.2745995767,142,1.5641,-7007.7994177,---,16.9833333333
,A_CCC_7c_A,A_CCC_7ccA_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.5949326351,-1.8432991426,192,1.412,-11748.1435386,---,26.9166666667
,44e_TON_A_44e,4aa4eeA_TON_A_4aa4eeA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.6300353203,-2.0158193162,145,0.0043,-1796.0200426,---,23.0333333333
,A_CSP_A_6,A_CSP_A_6aaA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.7258193915,-2.34997511,77,4.525,-2033.4258495,---,2.8333333333
,A_TPN_A_A,A_TPN_A_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.1290737435,-1.1466877158,49,0.0007,-1100.5533165,---,0.8166666667
,44h_TSP_A_44h,4aa4hhA_TSP_A_4aa4hhA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-4.7848497377,-2.1586790815,153,2.0812,-2931.9687776,---,21.4833333333
,3_TON_9_3,3A_TON_9A_3A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.1116584578,-2.0389489925,125,0.0009,-2278.7782666,---,51.7166666667
,A_CON_A_4,A_CON_A_4aaA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-6.0632405514,-1.6041110785,61,2.7427,-798.2638471,---,1.3833333333
,444d_TSP_A_444d,4aa4aa4ddA_TSP_A_4aa4aa4ddA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.5870413338,-2.5962381339,201,0.0043,-3541.6407238,---,66.6833333333
,5555h_CSP_A_5555h,5aa5aa5aa5hhA_CSP_A_5aa5aa5aa5hhA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-4.7973669743,-2.3747374693,241,5.4775,-6422.2528603,---,57.4333333333
,C_CPC_4if_C,C_CPC_4ifA_C_n1_m1_x1_y1_z1,,---,---,---,---,---,---,---,0
,4hg_CPC_C_4hg,4hgA_CPC_C_4hgA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.5620068607,-1.948879312,146,2.8774,-7579.9592636,---,60.55
,A_TSP_666g_A,A_TSP_6aa6aa6ggA_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.6964310969,-2.3355530766,209,0.0043,-4861.6361982,---,52.35
,H_TON_A_H,H_TON_A_H_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.1644485425,-0.2658552203,49,1.6446,-677.9263947,---,0.8333333333
,A_TON_444ha_A,A_TON_4aa4aa4haA_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.2545182231,-1.8348636136,169,0.5233,-2064.2452477,---,25.9666666667
,A_CSP_666c_A,A_CSP_6aa6aa6ccA_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.9176596477,-2.2248027443,242,0.3375,-13553.2967608,---,57.2833333333
,444b_CON_A_444b,4aa4aa4bbA_CON_A_4aa4aa4bbA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.7323501236,-1.9861589078,190,2.1572,-3791.9343548,---,30.65
,A_CPC_6f_A,A_CPC_6ffA_A_n1_m1_x1_y1_z1,,---,-4.0822518065,-2.307797465,105,2.0407,---,---,25.7166666667
,B_TON_C_B,B_TON_C_B_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-6.6969936814,-2.0218058207,88,0.0008,-6628.5741021,---,2.3166666667
,7b_CCC_A_7b,7bbA_CCC_A_7bbA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.2131569196,-1.8596259729,156,0.9756,-3302.1111524,---,5.1666666667
,TSP_9_n2,_TSP_A_9_n2_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-4.8969606392,-2.5668498394,185,4.8542,-5130.7580313,---,12.8666666667
,A_CSP_555f_A,A_CSP_5aa5aa5ffA_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-4.8664838893,-1.7847946673,199,0.7236,-5398.0525394,---,37.7166666667
,A_CSP_9_A_m2,A_CSP_9_A_n1_m2_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-4.9263489337,-1.7061537679,257,1.12,-6690.0621582,---,104.016666667
,4be_CPC_C_4be,4beA_CPC_C_4beA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-6.0749414464,-2.0403095617,148,1.9879,-7744.3518597,---,24.2
,CON_8_n2,_CON_A_8_n2_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-6.7236608376,-3.3516261499,121,3.9442,-1723.4583241,---,3.7833333333
,A_TCP_A_A,A_TCP_A_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.8518080988,-1.7415285669,49,0.0021,-1068.5527585,---,0.7666666667
,A_CSN_666f_A,A_CSN_6aa6aa6ffA_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.4292153075,-2.3834451122,185,3.999,-2996.610364,---,36.0333333333
,C_TON_A_C,C_TON_A_C_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-6.5579435099,-1.6449281543,74,0.0006,-5709.3912567,---,0.9333333333
,A_TON_77_A,A_TON_7aa7aaA_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.1347881341,-1.8149993034,213,0.0015,-2568.1243539,---,89.9
