Path,Name,ExactName,Features,Options,Occupied,Virtual,HomoOrbital,Dipole,Energy,Excited,Time
,E_TON_A_E,E_TON_A_E_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.2654211334,-2.1290186731,53,0.0003,-719.4810753,3.9801,0.3
,A_CSP_A_7,A_CSP_A_7aaA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.3981943299,-2.1701078627,100,2.8107,-2286.5659264,2.9806,1.4
,C_CPC_4gd_C,C_CPC_4gdA_C_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.3310005685,-2.0626228965,150,8.0361,-7653.7172276,3.7691,3.0833333333
,7_TON_9_7,7aaA_TON_9A_7aaA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-4.9432199917,-1.8868373568,199,2.554,-3126.9806224,2.7405,6.1166666667
,A_COP_666f_A,A_COP_6aa6aa6ffA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.5269041755,-2.4267112125,185,1.2744,-2923.837998,2.7969,4.65
,CSP_6_n2,_CSP_A_6aa_n2_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.5943884075,-2.8308002628,153,6.2111,-4065.663994,2.5186,1.9833333333
,6_TON_4_6,6aaA_TON_4aaA_6aaA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.6158854007,-2.341539581,121,0.0001,-1523.5107663,2.9726,2.35
,A_CCP_A_A,A_CCP_A_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.0101783528,-1.5709131902,49,3.5799,-1068.5524625,3.9213,0.2166666667
,44h_TSP_A_44h,4aa4hhA_TSP_A_4aa4hhA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-4.7848497377,-2.1586790815,153,1.1553,-2931.9687776,2.2952,2.2666666667
,A_TON_2_A,A_TON_2A_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.7500375231,-1.8370405243,55,0.0001,-722.0010097,3.8975,0.35
,9_TON_6_9,9A_TON_6aaA_9A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.2292116361,-2.0060232181,153,0.0044,-2620.6677255,2.9811,3.15
,A_CON_8_A_m2,A_CON_8_A_n1_m2_x1_y1_z1,,td B3LYP/6-31g(d),-6.2599788567,-3.610950638,161,4.6033,-2313.6911492,1.7733,3.75
,3_TON_6_3,3A_TON_6aaA_3A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.9788852614,-2.5769180514,93,0.0044,-1213.6654891,3.1372,1.6
,444g_TSP_A_444g,4aa4aa4ggA_TSP_A_4aa4aa4ggA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.4172422986,-2.3249406369,209,0.1313,-4765.4133841,2.7686,4.3666666667
,5555i_TON_A_5555i,5aa5aa5aa5iiA_TON_A_5aa5aa5aa5iiA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-4.9682544649,-2.2803139673,225,0.9064,-5138.9957336,2.3521,4.5
,5_TON_8_5,5aaA_TON_8A_5aaA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.8169775274,-2.9693062066,123,0.0005,-2261.0916452,2.1194,1.45
,C_CPC_4af_C,C_CPC_4afA_C_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.9641911141,-1.7156777523,130,1.2177,-6823.2990863,3.6321,2.8
,CON_m3,A_CON__A_n1_m3_x1_y1_z1,,td B3LYP/6-31g(d),-5.9348028195,-1.8794902831,121,7.1078,-1699.1964169,3.6395,2.4166666667
,TSP_m4,A_TSP__A_n1_m4_x1_y1_z1,,td B3LYP/6-31g(d),-5.7462279294,-2.0490172045,225,0.2453,-7141.7376762,3.1648,7.5166666667
,2_TON_5_2,2A_TON_5aaA_2A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.1630879733,-2.1793597332,97,0.0002,-1825.6402323,2.7268,1.7
,4_CON_4_n2,4aa_CON_A_4aa_n2_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.6871792264,-2.0759564746,161,3.9003,-2057.4728872,3.2085,3.2166666667
,4cb_CPC_C_4cb,4cbA_CPC_C_4cbA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.1660995823,-2.2139181907,169,0.8667,-12734.2738715,3.3788,2.5166666667
,5b_CCC_A_5b,5bbA_CCC_A_5bbA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.3919357116,-1.8188088971,112,0.7091,-3405.2781526,3.1757,1.5166666667
,8888_TON_A_8888,8888A_TON_A_8888A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.8199891365,-4.2983101943,201,0.0002,-2928.1867413,1.6886,5.25
,H_TON_D_H,H_TON_D_H_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.0414714443,-2.2571842911,61,1.6487,-862.4057443,3.4826,0.4666666667
,A_CON_44e_A,A_CON_4aa4eeA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.5810548294,-1.8658845912,145,2.4404,-1795.9967738,3.3543,3.2166666667
,A_TON_88_A,A_TON_88A_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.5318205814,-3.7505450372,121,0.0001,-1747.6914882,1.9334,1.6666666667
,4ga_CPC_C_4ga,4gaA_CPC_C_4gaA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.7837796391,-1.8427549149,138,1.3865,-7469.2449236,3.4392,2.5333333333
,444d_TON_A_444d,4aa4aa4ddA_TON_A_4aa4aa4ddA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.7829632976,-2.5526999198,185,0.3616,-2322.5238401,2.9493,4.3333333333
,66c_TON_A_66c,6aa6ccA_TON_A_6aa6ccA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.200385926,-2.5597748796,186,2.7438,-11839.9951289,3.2886,4.3333333333
,A_TCP_A_A,A_TCP_A_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.8518080988,-1.7415285669,49,0.0001,-1068.5527585,3.812,0.2
,A_CNC_A_A,A_CNC_A_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-4.6245746868,-0.11129456,41,2.9685,-495.3798463,4.1374,0.1833333333
,A_CSP_444d_A,A_CSP_4aa4aa4ddA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.6577909319,-2.5301144712,201,2.0961,-3541.6294439,2.8891,4.75
,66h_CSP_A_66h,6aa6hhA_CSP_A_6aa6hhA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-4.9078451927,-2.4237179603,153,2.7788,-2996.146062,2.1865,2.3333333333
,A_TON_44g_A,A_TON_4aa4ggA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.5350675907,-1.8936402027,153,0.2425,-3084.1578687,3.264,2.6
,5d_TON_A_5d,5ddA_TON_A_5ddA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.6616188824,-3.34808867,107,0.0046,-2039.7877964,3.0345,1.9166666667
,C_TON_D_C,C_TON_D_C_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-7.3887070591,-3.2634612662,86,0.0001,-5893.8594648,3.8477,0.5166666667
,6_TON_6_6,6aaA_TON_6aaA_6aaA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.9429662347,-2.5535162613,121,0.0046,-1555.5855504,3.1212,2.3
,4_TON_4_4,4aaA_TON_4aaA_4aaA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.414793274,-2.0590854166,121,0.0002,-1491.4419724,3.0766,2.4166666667
,A_CSP_5555g_A,A_CSP_5aa5aa5aa5ggA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.0969643105,-2.0239827314,257,2.2895,-7793.5664058,2.6947,5.9
,5dd5ddA_TON_5hhA_5dd5ddA,5dd5ddA_TON_5hhA_5dd5ddA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.2150617165,-3.6651012919,231,0.5656,-4837.3829972,1.1826,5.9333333333
,4ag_CPC_C_4ag,4agA_CPC_C_4agA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.8860944424,-2.0443912693,138,0.5754,-7469.2556426,3.3743,2.5
,A_COC_A_A,A_COC_A_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.6869071126,-0.6808288241,41,1.4145,-535.0958675,4.6035,0.1833333333
,C_CPC_4hd_C,C_CPC_4hdA_C_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.2752172316,-2.1467060726,142,10.9061,-6968.0638065,3.5428,3
,CON_7_n2,_CON_A_7aa_n2_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.5339791353,-2.1086101352,167,5.2715,-2133.6979222,3.0629,3.7166666667
,B_TON_G_B,B_TON_G_B_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.982966969,-1.726290192,72,0.0009,-2282.7460575,3.8831,0.3333333333
,4aa_CPC_C_4aa,4aaA_CPC_C_4aaA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.7930315096,-1.8944565442,122,1.0254,-6672.8855139,3.3924,2
,444a_TSP_A_444a,4aa4aa4aaA_TSP_A_4aa4aa4aaA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.3565609125,-2.2686130723,177,0.0015,-3172.6810772,2.7621,3.7166666667
,A_CPC_4c_A,A_CPC_4ccA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.02840998,-1.5118644872,154,1.0259,-11815.0722375,3.8559,2.65
,9_TON_4_9,9A_TON_4aaA_9A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.0164186143,-1.8024820668,153,0.0008,-2588.5926003,2.9723,2.9666666667
,444c_CSP_A_444c,4aa4aa4ccA_CSP_A_4aa4aa4ccA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.5168359635,-2.2732390075,242,1.5237,-13457.0902749,2.9311,4.5166666667
,4bg_CPC_C_4bg,4bgA_CPC_C_4bgA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.0363012813,-2.0748680192,152,1.8861,-8388.4330897,3.4691,1.8833333333
,4hc_CPC_C_4hc,4hcA_CPC_C_4hcA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.5454079165,-2.0204452515,162,5.122,-11925.797837,3.0721,2.0666666667
,6_CON_A_A,6aaA_CON_A_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.288006582,-1.8593538591,61,0.2126,-814.2986645,4.0972,0.45
,A_TNC_A_A,A_TNC_A_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-4.5965469614,-0.190479687,41,0.0007,-495.3804736,4.0676,0.1833333333
,4_TON_A_4,4aaA_TON_A_4aaA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.6975195523,-1.8081964574,81,0,-1029.3328942,3.6009,1.1333333333
,2222_TON_A_2222,2222A_TON_A_2222A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.0664875606,-2.4490245473,97,0,-1186.4565699,2.4853,1.6
,2_TON_2_n2,2_TON_A_2_n2_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.5143869389,-2.6762396025,109,0,-1442.8451681,2.6774,1.25
,7_TON_A_7,7aaA_TON_A_7aaA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.3747925397,-1.8781297139,127,0,-1567.6835919,3.1583,3.1
,444b_CSP_A_444b,4aa4aa4bbA_CSP_A_4aa4aa4bbA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.5241830371,-2.270789983,206,1.5284,-5011.0523057,2.9392,4.2333333333
,E_TON_C_E,E_TON_C_E_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.3957636621,-2.4408611321,86,0.0015,-5861.6796335,3.6608,0.55
,A_TON_5e_A,A_TON_5eeA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.839562976,-1.9812608587,107,0.0755,-1975.3876162,3.432,2.5
,TSP_n3,_TSP_A__n3_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.61370849,-3.1842761391,169,0,-5356.6191996,2.221,2.1166666667
,5ddA_TON_5hh5hhH_5ddA,5ddA_TON_5hh5hhH_5ddA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-4.5173618344,-3.0512124721,231,5.4868,-4800.5500305,1.153,5.7666666667
,A_TON_99_A,A_TON_99A_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-4.6632148518,-1.6095533552,185,1.3477,-3685.7941387,2.7314,4.3
,5ddD_TON_5hhA_5ddD,5ddD_TON_5hhA_5ddD_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.2890766806,-3.8710914677,177,0.6779,-3549.2828995,1.0447,3.5833333333
,A_CSP_555c_A,A_CSP_5aa5aa5ccA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.4460863654,-2.1208552579,248,2.4257,-15381.6060294,2.8976,5.05
,A_TON_666i_A,A_TON_6aa6aa6iiA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.8425562283,-2.3959623487,177,5.0371,-2207.0399113,3.0872,4.2833333333
,A_TCC_A_A,A_TCC_A_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.2319327745,-0.6993325652,41,0.0002,-463.2772446,4.2505,0.1833333333
,A_TON_555i_A,A_TON_5aa5aa5iiA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-4.8014486818,-2.2090201416,183,0.5034,-4035.3546257,2.3462,3.8333333333
,A_TON_5555g_A,A_TON_5aa5aa5aa5ggA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-4.7029434723,-2.4517456857,241,0.0021,-6574.4356209,1.9911,5.2333333333
,CON_n3,_CON_A__n3_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.2259646268,-2.5244000806,121,6.1877,-1699.2088906,3.3181,2.6333333333
,A_CON_5555d_A,A_CON_5aa5aa5aa5ddA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.1832243974,-3.0060415749,233,2.1802,-5350.670055,1.923,5.25
,5dd5ddA_TON_5hh5hhH_5dd5ddA,5dd5ddA_TON_5hh5hhH_5dd5ddA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-4.6789974545,-3.5497250243,297,2.2468,-6273.1166359,0.8464,9.75
,A_TSP_A_2,A_TSP_A_2A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.5886740169,-2.253918925,64,0.6429,-1863.7327206,3.0227,0.2833333333
,A_TSP_444b_A,A_TSP_4aa4aa4bbA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.544591575,-1.8800345108,206,0.1355,-5011.0414003,3.2616,5.65
,A_COP_555h_A,A_COP_5aa5aa5hhA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-4.708385749,-2.0337788296,191,0.8529,-4672.6588724,2.3577,3.5666666667
,444i_TSP_A_444i,4aa4aa4iiA_TSP_A_4aa4aa4iiA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.3538397742,-2.245483396,193,0.1059,-3329.9446751,2.7817,4.8833333333
,5555c_CSP_A_5555c,5aa5aa5aa5ccA_CSP_A_5aa5aa5aa5ccA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.1707071608,-2.6288917946,290,1.6802,-16485.2485817,2.2248,5.55
,TSP_4_n2,_TSP_A_4aa_n2_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.4049971758,-2.7450844036,153,1.368,-4033.5909834,2.413,2.4166666667
,A_CSP_44d_A,A_CSP_4aa4ddA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.787317119,-2.6076669152,161,2.0293,-3079.5128682,2.8284,2.95
,A_CON_555f_A,A_CON_5aa5aa5ffA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-4.4972254103,-2.1124197289,183,1.928,-4178.9323862,2.1746,3.0166666667
,A_CCC_4f_A,A_CCC_4ffA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.2504365155,-0.5439555633,97,0.9527,-1226.2415476,4.0041,2.8333333333
,44da_TON_A_44da,4aa4daA_TON_A_4aa4daA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.7660922396,-2.1790876194,133,5.8781,-1675.9282201,3.2347,3.0333333333
,4_CSP_A_A,4aaA_CSP_A_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.5666327959,-2.149427211,77,1.9391,-2017.3905134,3.1023,0.5333333333
,444h_TON_A_444h,4aa4aa4hhA_TON_A_4aa4aa4hhA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-4.750563394,-1.909967033,177,0.6713,-2174.9668535,2.5735,5.25
,A_TOP_666d_A,A_TOP_6aa6aa6ddA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.1688207207,-2.8229089615,193,7.2803,-2991.8854789,3.0011,4.7833333333
,66d_CON_A_66d,6aa6ddA_CON_A_6aa6ddA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.6044749763,-3.1772011793,145,1.4027,-1924.5299678,3.0563,3.6833333333
,3_TON_9_3,3A_TON_9A_3A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.1116584578,-2.0389489925,125,2.5395,-2278.7782666,2.7452,1.9833333333
,CSP_5_n2,_CSP_A_5aa_n2_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.397922216,-2.8188272539,155,4.3403,-4675.1053816,2.379,1.7333333333
,A_TNP_A_A,A_TNP_A_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.0351944692,-1.1246464949,49,0,-1100.6731153,3.5324,0.2
,A_TSN_666d_A,A_TSN_6aa6aa6ddA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.279571053,-2.796786033,193,9.6356,-3064.6588025,3.13,4.7333333333
,66b_CON_A_66b,6aa6bbA_CON_A_6aa6bbA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.3378034145,-2.4808618664,150,3.0906,-3393.959069,3.431,3.1666666667
,C_CPC_4gc_C,C_CPC_4gcA_C_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.1007922611,-1.7992167007,170,2.6854,-12611.4401032,3.7579,2.9333333333
,4ci_CPC_C_4ci,4ciA_CPC_C_4ciA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.8912646054,-1.9317361401,162,1.5937,-11893.7222251,3.3917,2.3333333333
,C_TON_H_C,C_TON_H_C_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.1132911409,-1.0601555151,82,2.2018,-5820.0975189,3.6222,0.4
,CON_m4,A_CON__A_n1_m4_x1_y1_z1,,td B3LYP/6-31g(d),-5.80935834,-1.9937780953,161,9.8746,-2265.1969485,3.4124,4.75
,4ce_CPC_C_4ce,4ceA_CPC_C_4ceA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.0439204688,-2.0852083451,166,1.1816,-11967.3730124,3.3924,2.75
,A_CSN_555g_A,A_CSN_5aa5aa5ggA_A_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-4.937777715,-2.2209931505,207,2.9572,-6116.7626189,2.4165,3.2166666667
,C_CPC_4dg_C,C_CPC_4dgA_C_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.0017428238,-2.382084543,150,4.4769,-7653.6486369,2.7625,2.65
,C_CPC_4ae_C,C_CPC_4aeA_C_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-6.05534925,-1.7605765356,134,0.7145,-6825.1543727,3.6679,2.4833333333
,5555d_TSP_A_5555d,5aa5aa5aa5ddA_TSP_A_5aa5aa5aa5ddA_n1_m1_x1_y1_z1,,td B3LYP/6-31g(d),-5.3092131046,-3.1336629651,249,0.0029,-6569.805311,1.9038,5.0333333333
,,,,,,,,,,,
,Name,ExactName,,Options,Occupied,Virtual,HomoOrbital,Dipole,Energy,Excited,Time
,4a4a_TCC_4a4a_4a4a,4aa4aaA_TCC_4aa4aaA_4aa4aaA_n1_m1_x1_y1_z1,,td b3lyp/6-31g(d) geom=connectivity iop(9/40=2),-4.8145101461,-1.6563569355,201,0.0991,-2311.7421121,2.8748,2.65
,5ha_TON_24H_5ha_TSC_24H__n3,---,,opt b3lyp/6-31g(d) geom=connectivity,-4.3513723928,-2.1331003807,787,12.2479,-13247.6670998,---,167.4
,4a_TCC_4a_4a,4aaA_TCC_4aaA_4aaA_n1_m1_x1_y1_z1,,td b3lyp/6-31g(d) geom=connectivity iop(9/40=2),-4.8528781973,-1.4873742417,121,0.0925,-1387.5109271,3.1262,1.15
,5ia_TON_34l_5ia_TSC_34l_n4,---,,td b3lyp/6-31g(d) geom=connectivity,-4.78430551,-2.5031752011,1193,6.5532,-19835.8565108,1.9875,87.8166666667
,5fa_TON_5fa_TSC_34F_,---,,td B3LYP/6-31g(d),-4.9002260052,-2.2427622576,199,0.5846,-3765.9907202,2.4237,1.9833333333
,5ea_TON_4E_5ea_TSC,---,,td B3LYP/6-31g(d),-5.3682618076,-2.5390942278,195,0.9081,-3617.3970611,2.5377,1.4333333333
,5ia_TON_A_5ia_TSC_34l,---,,td b3lyp/6-31g(d) geom=connectivity,-5.0150580451,-2.2577285187,223,2.275,-4001.8651705,2.4998,2.9333333333
,4i4i_TON_4i4i_4i4i,4ii4iiA_TON_4ii4iiA_4ii4iiA_n1_m1_x1_y1_z1,,td b3lyp/6-31g(d) geom=connectivity iop(9/40=2),-5.4082625419,-1.7023441742,265,0.3685,-3044.7252146,3.3547,5.8
,24f_TON_2J_24f,24ffA_TON_24aaA_24ffA_n1_m1_x1_y1_z1,,td b3lyp geom=connectivity svp,-5.0757394311,-2.4166430005,165,0.0003,-2100.4364724,2.4623,4.2833333333
,5ai5ai_TON_5ai5ai_n2_svp,---,,td b3lyp geom=connectivity svp,-5.1832243974,-2.468072516,281,1.4842,-5859.5002686,2.3529,13.2666666667
,5ba_TON_24B_5ba_TSC_24B_,---,,td B3LYP/6-31g(d),-5.2455384664,-2.7078048078,283,1.1832,-6842.1165839,2.2706,3.9
,5fa_TON_24F_5fa_TSC,---,,td B3LYP/6-31g(d),-4.5875672047,-2.1706520904,201,0.4313,-3768.4906468,2.1303,1.0833333333
,5ea_TON_5ea_TSC_4E_,---,,td B3LYP/6-31g(d),-5.301866031,-2.402220967,195,0.7259,-3617.390626,2.5927,2.4166666667
,5ia_TON_34l_5ia_TSC_L_n4,---,,td b3lyp/6-31g(d) geom=connectivity,-4.8743751906,-2.4637186946,953,8.3607,-16920.0004469,2.0866,36.5333333333
,5fa_TON_24F_5fa_TSC_n2,---,,td b3lyp/6-31g(d) geom=connectivity,-4.6047103765,-2.4678004021,401,0.4444,-7535.7929216,1.881,4.8
,5ca_TON_5ca_TSC_C_,---,,td B3LYP/6-31g(d),-5.554659787,-2.5962381339,196,0.2703,-13135.1146798,2.6815,2.8666666667
,5fa_TON_24F_5fa_TSC_n3,---,,opt b3lyp/6-31g(d) geom=connectivity,-4.6066151734,-2.5306586988,601,0.6573,-11303.0970809,---,24
,25f_TON_2J_25f,25ffA_TON_24aaA_25ffA_n1_m1_x1_y1_z1,,td B3LYP/svp geom=connectivity,-4.9187297463,-2.3012667329,167,0.0001,-2741.8382605,2.432,3.1
,25b_TON_2J_25b,25bbA_TON_24aaA_25bbA_n1_m1_x1_y1_z1,,td B3LYP/svp geom=connectivity,-5.2890766806,-2.8269906691,180,0.0003,-4279.034547,2.209,2.9333333333
,5aa_TON_5aa_TSC_A_,---,,td B3LYP/6-31g(d),-5.2798248101,-2.2762322598,131,0.4963,-2850.7079347,2.748,1.75
,5ba_TON_24B_5ba_TSC,---,,td B3LYP/6-31g(d),-5.2281231807,-2.6487561048,214,1.4686,-5306.0077884,2.3206,2.0333333333
,24g_TON_2J_24g,24ggA_TON_24aaA_24ggA_n1_m1_x1_y1_z1,,td geom=connectivity svp,-6.7473347416,0.5382411727,181,0.0002,-3377.8908547,3.448,5.4333333333
,5ea_TON_24E_5ea_TSC_24E__n3,---,,opt b3lyp/6-31g(d) geom=connectivity,-5.1059440672,-2.8773317292,823,0.8218,-13621.8873613,---,309.066666667
,5ha_TON_5ha_TSC_4H_,---,,td B3LYP/6-31g(d),-4.7549172154,-1.7932301963,187,3.1558,-3534.235269,2.6563,2.2666666667
,24c_TON_2J_24c,24ccA_TON_24aaA_24ccA_n1_m1_x1_y1_z1,,td b3lyp geom=connectivity svp,-5.3211861135,-2.8177387986,214,0.0012,-12092.8333103,2.2442,4.5166666667
,5ha_TON_5ha_TSC_H_,---,,td B3LYP/6-31g(d),-4.6104247671,-1.8721432095,147,4.2159,-3072.1190437,2.403,2.6833333333
,5aa_TON_34A_5aa_TSC,---,,td B3LYP/6-31g(d),-5.2022723661,-2.4204525942,183,0.5624,-3465.1321819,2.5359,1.7166666667
,4a4a4a_CSN_4a4a4a_4a4a4a,4aa4aa4aaA_CSN_4aa4aa4aaA_4aa4aa4aaA_n1_m1_x1_y1_z1,,td b3lyp/6-31g(d) geom=connectivity iop(9/40=2),-5.3296216425,-1.9382668722,289,1.8165,-3985.8469547,2.9939,4.3166666667
,2J_TON_24a_2J,24aaA_TON_24aaA_24aaA_n1_m1_x1_y1_z1,,td B3LYP/svp geom=connectivity,-5.2030887076,-2.575829596,149,0,-1799.7802547,2.4051,3.1333333333
,5ca_TON_34C_5ca_TSC,---,,td B3LYP/6-31g(d),-5.4098952249,-2.6876683837,248,1.4535,-13749.540245,2.4751,2.5
,4a5a_TON_5a5a_4a5a,4aa5aaA_TON_5aa5aaA_4aa5aaA_n1_m1_x1_y1_z1,,td b3lyp/6-31g(d) geom=connectivity,-4.8536945388,-2.3456212886,207,0.9436,-4340.2189868,2.2716,58.4166666667
,5ca_TON_24C_5ca_TSC_24C_,---,,td B3LYP/6-31g(d),-5.2392798481,-2.7211383859,337,1.154,-19511.1766067,2.2496,4.4666666667
,5fa_TON_5fa_TSC_4F_,---,,td B3LYP/6-31g(d),-4.9560093422,-1.9831656556,187,2.5313,-3613.6694274,2.6793,2.1333333333
,5ea_TON_24E_5ea_TSC_24E_,---,,td B3LYP/6-31g(d),-5.1176449623,-2.650116674,275,0.7667,-4541.4217945,2.2094,5.4833333333
,4a5a_TON_5a4a_4a5a,4aa5aaA_TON_5aa4aaA_4aa5aaA_n1_m1_x1_y1_z1,,td b3lyp/6-31g(d) geom=connectivity,-4.9290700721,-2.2849399026,205,1.1953,-3698.7079349,2.3845,32.5833333333
,5a5a_TON_4a5a_5a5a,5aa5aaA_TON_4aa5aaA_5aa5aaA_n1_m1_x1_y1_z1,,td b3lyp/6-31g(d) geom=connectivity,-5.1557408997,-2.3064368959,207,1.1499,-4340.2107099,2.5553,34.8166666667
,5ai5ai_TON_5ai5ai_n3_svp,---,,td b3lyp geom=connectivity svp,-5.1600947211,-2.521951056,421,1.5597,-8788.6561919,2.2632,41.4166666667
,5da_TON_34D_5da_TSC_34D__n3,---,,opt b3lyp/6-31g(d) geom=connectivity,-5.9394287548,-3.776123738,811,1.9087,-13896.6571946,---,363.166666667
,25a_TON_2J_25a,25aaA_TON_24aaA_25aaA_n1_m1_x1_y1_z1,,td B3LYP/svp geom=connectivity,-5.1707071608,-2.6131091919,151,0,-2441.187097,2.3352,2.6166666667
